review_id,product_name,review_text,rating,sentiment
REV11309,Phone Case,The size is bad. Very disappointed.,2,negative
REV11936,Smart Watch,The battery life is fine. Nothing special.,3,neutral
REV12045,Blender Pro,Highly recommend. The battery life is great.,5,positive
REV11344,Phone Case,The build quality is bad. Very disappointed. Not worth it.,2,negative
REV11731,Desk Lamp,Mediocre. The battery life is fine.,3,neutral
REV11109,Laptop X1,The delivery is great. Not disappointed at all. Works perfectly.,5,negative
REV10278,Wireless Earbuds,The packaging is great. Amazing quality.,5,positive
REV12422,Coffee Maker,Customer service is great. Exceeded expectations.,5,positive
REV11648,Laptop X1,Love it. The battery life is great.,4,positive
REV11481,Office Chair,The design is bad. Broke after a week.,1,negative
REV12534,Coffee Maker,Worth every penny. The material is great.,4,positive
REV10631,Blender Pro,Customer service is great. Exactly as described.,5,positive
REV10267,Office Chair,Stopped working. The size is bad.,2,negative
REV11026,Blender Pro,Fine i guess. The price is fine.,3,neutral
REV11863,Laptop X1,The packaging is great. Super happy.,4,positive
REV11228,Office Chair,The packaging is great. Great.,4,negative
REV10608,Office Chair,The design is great. Great.,4,positive
REV10482,Smart Watch,Love it. The price is great.,4,negative
REV10250,Backpack,Fantastic. The delivery is great.,5,positive
REV10174,Smart Watch,Nothing special. Love it but would not recommend.,3,neutral
REV10950,Office Chair,The delivery is fine. Does the job.,3,neutral
REV11376,Phone Case,The packaging is great. Love it.,5,positive
REV10470,Smart Watch,Mediocre. Super happy but very disappointed.,3,neutral
REV10096,Wireless Earbuds,The price is fine. Decent for the price.,3,neutral
REV10199,Blender Pro,Does the job. The design is fine.,3,neutral
REV11235,Desk Lamp,The material is fine. Mediocre.,3,neutral
REV11315,Coffee Maker,The size is great. Very reliable.,5,positive
REV12378,Blender Pro,Customer service is great. Works perfectly.,5,positive
REV11007,Blender Pro,Love it. Customer service is great.,4,positive
REV10641,Coffee Maker,Would not recommend. The design is bad.,2,negative
REV10002,Wireless Earbuds,Not worth it. The price is bad. Poor quality.,2,negative
REV11402,Phone Case,Very reliable. The build quality is great. Not disappointed at all.,4,positive
REV11766,Running Shoes,The material is bad. Far too slow.,1,negative
REV11477,Phone Case,Worth every penny but terrible. Fine i guess.,3,neutral
REV11239,Wireless Earbuds,Would not recommend. The price is bad.,1,negative
REV10355,Blender Pro,The design is great. Exceeded expectations.,5,positive
REV12237,Desk Lamp,The battery life is great. Amazing quality.,4,positive
REV12467,Phone Case,The material is great. Worth every penny.,5,positive
REV12453,Coffee Maker,The design is bad. Far too slow.,1,negative
REV10490,Phone Case,Does the job. Fantastic but very disappointed.,3,neutral
REV12451,Wireless Earbuds,The delivery is fine. Does the job.,3,neutral
REV11913,Phone Case,The size is great. Highly recommend.,4,positive
REV12098,Wireless Earbuds,Worst purchase. The price is bad.,2,negative
REV11361,Backpack,Fast and smooth. The packaging is great.,5,positive
REV11266,Backpack,The material is great. Great.,4,positive
REV12469,Blender Pro,The price is bad. Regret buying.,1,negative
REV11746,Desk Lamp,The battery life is bad. Cheaply made.,2,negative
REV10612,Desk Lamp,Very reliable. The packaging is great.,4,neutral
REV11706,Office Chair,The build quality is bad. Worst purchase. Not worth it.,2,negative
REV10819,Phone Case,The delivery is great. Super happy. Not disappointed at all.,5,positive
REV11786,Backpack,The design is bad. Not worth it. Would not recommend.,1,negative
REV11890,Wireless Earbuds,Very reliable. The packaging is great.,5,positive
REV10065,Smart Watch,The delivery is great. Exceeded expectations.,5,positive
REV11077,Office Chair,Does the job. The design is fine.,3,neutral
REV12510,Blender Pro,The material is great. Works perfectly.,4,positive
REV11422,Desk Lamp,Customer service is great. Not disappointed at all. Fast and smooth.,5,positive
REV11380,Desk Lamp,The build quality is bad. Poor quality.,2,negative
REV11501,Office Chair,The material is great. Super happy.,5,positive
REV12017,Desk Lamp,Fast and smooth. The design is great.,4,positive
REV11362,Phone Case,The build quality is fine. Average.,3,neutral
REV10073,Desk Lamp,Amazing quality. The battery life is great. Not disappointed at all.,5,positive
REV10164,Backpack,Arrived damaged. Customer service is bad.,2,negative
REV12236,Backpack,Very disappointed. The build quality is bad. Not worth it.,1,negative
REV12312,Desk Lamp,The delivery is bad. Would not recommend.,1,negative
REV10229,Phone Case,The material is fine. Fine i guess.,3,neutral
REV12541,Smart Watch,Amazing quality. The packaging is great.,4,positive
REV12025,Phone Case,The design is bad. Would not recommend.,2,negative
REV11869,Office Chair,Fast and smooth. Not disappointed at all. The material is great.,4,positive
REV11312,Backpack,Average. Great but would not recommend.,3,neutral
REV11074,Laptop X1,Not disappointed at all. Super happy. The design is great.,5,positive
REV10024,Phone Case,The price is great. Works perfectly.,4,positive
REV10391,Backpack,Exceeded expectations. The build quality is great.,4,positive
REV10135,Office Chair,Fantastic but waste of money. Mediocre.,3,neutral
REV12119,Coffee Maker,Mediocre. The material is fine.,3,neutral
REV11737,Backpack,The packaging is great. Super happy.,4,neutral
REV11596,Blender Pro,Not disappointed at all. Super happy. The packaging is great.,5,positive
REV10097,Blender Pro,The design is fine. Fine i guess.,3,neutral
REV10200,Office Chair,The build quality is great. Super happy.,5,positive
REV10918,Wireless Earbuds,Not disappointed at all. The material is great. Very reliable.,4,positive
REV11267,Wireless Earbuds,Worst purchase. The battery life is bad.,1,negative
REV12244,Backpack,Excellent. The design is great.,4,positive
REV11656,Smart Watch,The build quality is bad. Far too slow.,1,negative
REV10077,Backpack,The build quality is fine. Neither good nor bad.,3,neutral
REV10329,Smart Watch,Excellent. The battery life is great.,4,positive
REV11956,Laptop X1,The build quality is great. Excellent.,4,positive
REV10239,Running Shoes,Very reliable. Not disappointed at all. Customer service is great.,4,positive
REV12016,Wireless Earbuds,Not disappointed at all. Excellent. The delivery is great.,5,positive
REV10449,Desk Lamp,Far too slow. The build quality is bad.,1,negative
REV10972,Backpack,Poor quality. Not worth it. Customer service is bad.,1,negative
REV10564,Phone Case,As expected. Amazing quality but waste of money.,3,neutral
REV10458,Coffee Maker,Worth every penny. The packaging is great.,5,positive
REV12542,Laptop X1,The packaging is great. Exceeded expectations. Not disappointed at all.,4,positive
REV11522,Running Shoes,Love it. The size is great.,4,positive
REV11611,Smart Watch,The size is great. Works perfectly.,5,positive
REV11070,Desk Lamp,Poor quality. The delivery is bad.,1,negative
REV11736,Laptop X1,The battery life is great. Works perfectly.,5,positive
REV11091,Wireless Earbuds,Exactly as described. The material is great.,5,positive
REV12526,Backpack,The battery life is bad. Cheaply made.,2,negative
REV10447,Office Chair,Excellent but poor quality. As expected.,3,neutral
REV11339,Desk Lamp,As expected. Fantastic but broke after a week.,3,positive
REV11860,Phone Case,Not disappointed at all. The size is great. Fast and smooth.,5,positive
REV11084,Laptop X1,Exactly as described. Customer service is great.,5,positive
REV12184,Desk Lamp,The build quality is great. Fast and smooth.,4,positive
REV11172,Office Chair,Amazing quality but terrible. Nothing special.,3,neutral
REV11521,Wireless Earbuds,Does the job. The price is fine.,3,neutral
REV11198,Phone Case,The packaging is great. Super happy.,4,positive
REV10691,Backpack,Okay. Amazing quality but waste of money.,3,neutral
REV12176,Desk Lamp,Great but terrible. Average.,3,neutral
REV10947,Blender Pro,The build quality is bad. Not worth it. Broke after a week.,2,negative
REV11874,Phone Case,Worth every penny. The design is great. Not disappointed at all.,4,positive
REV10247,Backpack,The price is great. Excellent.,5,positive
REV10560,Office Chair,Would not recommend. The design is bad.,1,negative
REV10370,Office Chair,Exactly as described but would not recommend. Decent for the price.,3,neutral
REV11713,Phone Case,Works perfectly but stopped working. Neither good nor bad.,3,neutral
REV10193,Phone Case,Fine i guess. Highly recommend but waste of money.,3,neutral
REV11159,Office Chair,Cheaply made. The build quality is bad.,2,negative
REV10981,Running Shoes,Exceeded expectations. The delivery is great.,5,positive
REV11270,Backpack,Great. The battery life is great.,5,positive
REV10834,Desk Lamp,Waste of money. Not worth it. The battery life is bad.,2,negative
REV12282,Phone Case,The material is fine. As expected.,3,neutral
REV11534,Laptop X1,Poor quality. The size is bad.,1,negative
REV11065,Phone Case,The packaging is great. Exactly as described.,4,negative
REV11381,Backpack,The size is great. Fast and smooth.,5,positive
REV11156,Blender Pro,The size is bad. Regret buying.,1,negative
REV12014,Backpack,The size is great. Highly recommend.,5,positive
REV11298,Office Chair,Love it but regret buying. Okay.,3,neutral
REV10039,Wireless Earbuds,The delivery is great. Not disappointed at all. Excellent.,5,positive
REV10184,Desk Lamp,Neither good nor bad. The build quality is fine.,3,neutral
REV10678,Office Chair,The design is great. Great.,4,positive
REV11295,Office Chair,The battery life is bad. Cheaply made.,2,negative
REV12450,Backpack,Amazing quality. Not disappointed at all. Customer service is great.,4,positive
REV10725,Laptop X1,The build quality is great. Great.,5,positive
REV10973,Wireless Earbuds,Amazing quality. The price is great.,5,positive
REV11284,Running Shoes,Customer service is fine. Average.,3,neutral
REV10166,Blender Pro,Very reliable. The size is great.,5,positive
REV10232,Smart Watch,The battery life is great. Works perfectly. Not disappointed at all.,5,positive
REV10508,Blender Pro,The material is fine. Fine i guess.,3,neutral
REV10866,Running Shoes,Works perfectly but far too slow. As expected.,3,neutral
REV11925,Laptop X1,Not worth it. Far too slow. The battery life is bad.,1,negative
REV11161,Desk Lamp,The material is fine. Mediocre.,3,neutral
REV12084,Desk Lamp,The build quality is great. Great.,5,positive
REV11487,Office Chair,The battery life is bad. Very disappointed.,1,negative
REV11616,Running Shoes,Okay. The size is fine.,3,neutral
REV10842,Phone Case,Super happy. The battery life is great.,4,positive
REV10269,Running Shoes,The price is great. Love it. Not disappointed at all.,4,positive
REV10324,Running Shoes,Would not recommend. Customer service is bad.,1,neutral
REV10271,Desk Lamp,The build quality is great. Super happy.,5,positive
REV10317,Backpack,The battery life is great. Highly recommend.,4,positive
REV10533,Blender Pro,The price is fine. Fine i guess.,3,neutral
REV11519,Wireless Earbuds,Great. The delivery is great.,5,positive
REV11627,Phone Case,The packaging is great. Not disappointed at all. Super happy.,4,positive
REV11636,Wireless Earbuds,The battery life is great. Very reliable.,5,positive
REV11937,Desk Lamp,Very reliable. The design is great.,4,positive
REV11237,Backpack,Great. The design is great.,5,positive
REV11507,Phone Case,Worth every penny. The packaging is great.,4,positive
REV11776,Laptop X1,The size is great. Exactly as described.,4,positive
REV10413,Wireless Earbuds,The battery life is fine. Does the job.,3,neutral
REV10521,Running Shoes,As expected. Exactly as described but stopped working.,3,neutral
REV12143,Coffee Maker,The design is great. Great.,5,positive
REV11524,Smart Watch,Very disappointed. The material is bad. Not worth it.,2,negative
REV11195,Desk Lamp,Cheaply made. The packaging is bad.,2,negative
REV12147,Backpack,Neither good nor bad. Great but arrived damaged.,3,neutral
REV12311,Laptop X1,Highly recommend. The material is great.,5,positive
REV10852,Laptop X1,Broke after a week. The size is bad. Not worth it.,2,negative
REV10132,Backpack,The design is great. Love it.,5,positive
REV10539,Laptop X1,The battery life is great. Amazing quality.,4,positive
REV12403,Running Shoes,The battery life is great. Excellent.,5,positive
REV10542,Laptop X1,The design is great. Love it.,5,positive
REV11802,Running Shoes,Exceeded expectations. Not disappointed at all. Customer service is great.,5,positive
REV12440,Wireless Earbuds,The size is fine. Okay.,3,neutral
REV12042,Coffee Maker,The material is bad. Regret buying.,2,negative
REV11819,Laptop X1,Love it. Not disappointed at all. The build quality is great.,4,neutral
REV11808,Backpack,Love it. The battery life is great.,5,positive
REV12507,Coffee Maker,The packaging is bad. Poor quality.,1,negative
REV11774,Desk Lamp,Amazing quality. The delivery is great.,5,positive
REV12433,Office Chair,The battery life is great. Exactly as described. Not disappointed at all.,4,positive
REV10171,Phone Case,The build quality is great. Fast and smooth.,4,positive
REV11603,Running Shoes,Amazing quality. The battery life is great.,4,positive
REV12560,Phone Case,The size is great. Great.,5,positive
REV10579,Coffee Maker,The battery life is fine. Neither good nor bad.,3,neutral
REV11563,Backpack,Amazing quality. The price is great.,4,positive
REV10770,Running Shoes,Excellent. Customer service is great.,4,positive
REV10276,Desk Lamp,Excellent. The size is great.,5,positive
REV11485,Blender Pro,The design is bad. Not worth it. Very disappointed.,2,negative
REV11129,Office Chair,Very reliable. The packaging is great.,5,positive
REV10690,Coffee Maker,The material is great. Excellent.,4,positive
REV11517,Desk Lamp,Decent for the price. Great but very disappointed.,3,neutral
REV11101,Backpack,Worst purchase. The delivery is bad. Not worth it.,1,negative
REV11580,Running Shoes,Neither good nor bad. The price is fine.,3,neutral
REV11491,Running Shoes,Super happy. The packaging is great.,5,positive
REV11560,Backpack,Fine i guess. The size is fine.,3,neutral
REV11409,Laptop X1,The material is great. Exactly as described.,4,positive
REV11446,Smart Watch,The battery life is great. Amazing quality.,5,positive
REV10074,Desk Lamp,The build quality is great. Highly recommend.,4,positive
REV11708,Phone Case,Fantastic. The battery life is great.,5,positive
REV10750,Phone Case,The size is great. Highly recommend.,4,positive
REV11031,Laptop X1,The price is great. Excellent.,5,positive
REV10287,Smart Watch,Not disappointed at all. Excellent. The packaging is great.,4,positive
REV12213,Blender Pro,The delivery is great. Fast and smooth.,5,positive
REV11444,Smart Watch,Love it. The design is great.,4,positive
REV10746,Coffee Maker,Customer service is bad. Poor quality.,1,negative
REV12579,Running Shoes,Would not recommend. The material is bad.,2,positive
REV10069,Running Shoes,The material is great. Very reliable.,5,positive
REV12242,Office Chair,The design is great. Works perfectly.,5,positive
REV12026,Smart Watch,Fantastic. The price is great.,5,positive
REV10237,Running Shoes,Customer service is great. Fantastic.,4,positive
REV11877,Running Shoes,The packaging is bad. Regret buying. Not worth it.,1,negative
REV11535,Office Chair,Customer service is bad. Arrived damaged.,1,negative
REV12320,Phone Case,Would not recommend. The material is bad. Not worth it.,2,negative
REV12415,Backpack,Customer service is bad. Not worth it. Very disappointed.,2,negative
REV12258,Smart Watch,Mediocre. Customer service is fine.,3,neutral
REV10881,Office Chair,Excellent but poor quality. Fine i guess.,3,neutral
REV11622,Running Shoes,Works perfectly but stopped working. As expected.,3,neutral
REV10541,Office Chair,Very reliable. Not disappointed at all. The battery life is great.,4,positive
REV11053,Desk Lamp,Nothing special. Works perfectly but cheaply made.,3,neutral
REV12396,Coffee Maker,The build quality is bad. Regret buying.,1,negative
REV10964,Backpack,The material is bad. Not worth it. Stopped working.,2,negative
REV10820,Office Chair,Would not recommend. The packaging is bad.,1,negative
REV10100,Smart Watch,Excellent. The packaging is great.,4,positive
REV10826,Backpack,Very reliable. Customer service is great.,5,positive
REV11932,Coffee Maker,The design is great. Super happy.,4,positive
REV10060,Wireless Earbuds,Great. The design is great.,4,positive
REV10021,Wireless Earbuds,The size is great. Super happy.,4,positive
REV12594,Office Chair,The material is fine. Decent for the price.,3,neutral
REV12464,Backpack,Fast and smooth. The material is great.,5,positive
REV12366,Smart Watch,Great. The delivery is great.,5,positive
REV12072,Backpack,The delivery is great. Highly recommend.,4,positive
REV10913,Laptop X1,The price is great. Great.,4,positive
REV11865,Wireless Earbuds,Amazing quality. The material is great.,5,positive
REV11600,Desk Lamp,The design is great. Amazing quality.,4,positive
REV11232,Laptop X1,Worth every penny. The battery life is great.,4,positive
REV11078,Blender Pro,Worth every penny. The build quality is great.,5,positive
REV10901,Running Shoes,Exceeded expectations. The build quality is great.,4,positive
REV10248,Smart Watch,Okay. Super happy but arrived damaged.,3,neutral
REV11896,Coffee Maker,Excellent. The delivery is great.,5,positive
REV10431,Blender Pro,Stopped working. The build quality is bad.,2,negative
REV12338,Desk Lamp,Fantastic. The build quality is great.,5,positive
REV11433,Office Chair,Exceeded expectations. The build quality is great.,4,positive
REV10304,Laptop X1,Super happy. The material is great.,4,positive
REV11950,Backpack,Excellent. The design is great.,5,positive
REV11658,Coffee Maker,Cheaply made. The price is bad.,2,negative
REV10570,Laptop X1,The build quality is great. Very reliable.,5,positive
REV10167,Backpack,Okay. Fantastic but very disappointed.,3,neutral
REV11619,Smart Watch,Fast and smooth but cheaply made. Decent for the price.,3,neutral
REV10353,Backpack,The material is bad. Would not recommend.,2,negative
REV12284,Backpack,The design is great. Love it.,5,positive
REV10622,Blender Pro,Fantastic. The build quality is great.,4,positive
REV12040,Phone Case,Very disappointed. The packaging is bad.,1,negative
REV11405,Wireless Earbuds,Very reliable. Not disappointed at all. The build quality is great.,4,positive
REV10484,Blender Pro,The price is great. Super happy.,5,positive
REV10503,Wireless Earbuds,The delivery is great. Fast and smooth.,5,positive
REV12245,Coffee Maker,Fast and smooth. The battery life is great.,5,positive
REV12345,Smart Watch,Neither good nor bad. The design is fine.,3,neutral
REV11145,Phone Case,Highly recommend. The packaging is great.,5,positive
REV10607,Backpack,Works perfectly. The price is great. Not disappointed at all.,4,positive
REV10221,Coffee Maker,Stopped working. The price is bad.,1,negative
REV10203,Smart Watch,Love it. The size is great.,4,positive
REV10966,Blender Pro,Worth every penny. The price is great. Not disappointed at all.,5,positive
REV11811,Backpack,Worst purchase. The build quality is bad.,2,negative
REV12572,Office Chair,The build quality is bad. Terrible.,2,negative
REV12436,Phone Case,Customer service is fine. Fine i guess.,3,neutral
REV12384,Blender Pro,Customer service is great. Fast and smooth.,5,neutral
REV11439,Coffee Maker,The size is fine. Neither good nor bad.,3,neutral
REV11978,Smart Watch,The battery life is great. Amazing quality.,5,positive
REV12171,Wireless Earbuds,Mediocre. Amazing quality but very disappointed.,3,neutral
REV12056,Laptop X1,The battery life is great. Very reliable.,5,positive
REV11330,Desk Lamp,Not disappointed at all. The price is great. Love it.,4,positive
REV12196,Running Shoes,The battery life is great. Love it.,4,positive
REV11962,Coffee Maker,The build quality is great. Very reliable.,4,positive
REV12281,Wireless Earbuds,The packaging is great. Very reliable.,5,positive
REV10710,Laptop X1,The price is great. Worth every penny.,4,negative
REV12177,Coffee Maker,Fantastic. The packaging is great.,5,positive
REV12417,Blender Pro,Okay. Exactly as described but broke after a week.,3,neutral
REV10618,Smart Watch,The packaging is bad. Regret buying.,2,negative
REV12408,Smart Watch,Arrived damaged. The packaging is bad.,2,negative
REV11833,Laptop X1,Fantastic. The battery life is great.,5,positive
REV12407,Coffee Maker,Customer service is great. Not disappointed at all. Highly recommend.,4,positive
REV11566,Wireless Earbuds,Highly recommend. The material is great.,5,positive
REV10394,Backpack,Okay. Fast and smooth but would not recommend.,3,neutral
REV10664,Office Chair,The build quality is great. Great.,4,positive
REV11027,Desk Lamp,The price is great. Exceeded expectations.,5,positive
REV11902,Phone Case,Fantastic. The build quality is great.,5,positive
REV11727,Blender Pro,Fine i guess. Excellent but poor quality.,3,neutral
REV12401,Coffee Maker,Okay. The build quality is fine.,3,neutral
REV11368,Smart Watch,Exceeded expectations but very disappointed. Mediocre.,3,neutral
REV12328,Smart Watch,Not disappointed at all. Amazing quality. The price is great.,4,positive
REV12100,Laptop X1,The delivery is great. Amazing quality.,5,positive
REV11187,Laptop X1,Customer service is bad. Arrived damaged.,1,negative
REV11325,Office Chair,Okay. The material is fine.,3,neutral
REV11114,Blender Pro,The battery life is great. Worth every penny.,4,positive
REV10046,Phone Case,Highly recommend. Not disappointed at all. The design is great.,5,positive
REV10735,Phone Case,The delivery is bad. Poor quality.,2,negative
REV11003,Blender Pro,The build quality is bad. Waste of money.,1,negative
REV11300,Blender Pro,The material is bad. Broke after a week.,1,neutral
REV10455,Smart Watch,The build quality is bad. Very disappointed.,1,negative
REV12420,Backpack,Exactly as described. The delivery is great. Not disappointed at all.,4,positive
REV10432,Blender Pro,Exceeded expectations. The size is great.,5,positive
REV11712,Blender Pro,Super happy. Customer service is great.,4,positive
REV11466,Blender Pro,Very disappointed. Not worth it. The design is bad.,1,negative
REV10821,Wireless Earbuds,Love it. Customer service is great.,5,positive
REV12051,Backpack,The material is great. Exceeded expectations.,4,positive
REV10389,Phone Case,Customer service is bad. Would not recommend. Not worth it.,1,positive
REV10025,Laptop X1,Worst purchase. The battery life is bad.,2,negative
REV12339,Laptop X1,The build quality is great. Exactly as described.,4,positive
REV10293,Backpack,Mediocre. Fantastic but far too slow.,3,neutral
REV10695,Wireless Earbuds,Exceeded expectations. Not disappointed at all. The size is great.,4,positive
REV11035,Office Chair,The price is fine. Average.,3,neutral
REV12092,Wireless Earbuds,The delivery is bad. Poor quality.,1,negative
REV12212,Running Shoes,Broke after a week. The delivery is bad.,2,negative
REV10201,Coffee Maker,Worth every penny. The packaging is great.,4,positive
REV11367,Laptop X1,Worth every penny but waste of money. Okay.,3,neutral
REV11650,Smart Watch,The packaging is great. Love it.,5,positive
REV12462,Phone Case,Poor quality. The delivery is bad.,1,positive
REV11821,Blender Pro,The design is bad. Worst purchase.,2,negative
REV11724,Backpack,Exceeded expectations. Customer service is great.,4,positive
REV12434,Phone Case,Arrived damaged. The battery life is bad.,1,negative
REV11806,Smart Watch,Average. Love it but broke after a week.,3,neutral
REV12365,Backpack,The price is great. Love it. Not disappointed at all.,5,positive
REV12161,Desk Lamp,Would not recommend. The build quality is bad.,1,negative
REV11207,Running Shoes,The delivery is great. Love it.,5,positive
REV12488,Office Chair,Exceeded expectations. The material is great.,5,positive
REV10862,Smart Watch,The price is bad. Terrible.,1,negative
REV10190,Wireless Earbuds,Cheaply made. The price is bad. Not worth it.,2,negative
REV11461,Office Chair,Nothing special. The build quality is fine.,3,positive
REV11781,Coffee Maker,The build quality is great. Excellent.,5,positive
REV12291,Office Chair,Very reliable. The material is great.,5,positive
REV10022,Running Shoes,The price is bad. Poor quality.,1,negative
REV11612,Office Chair,Worth every penny. The price is great.,4,positive
REV11017,Laptop X1,The design is great. Exceeded expectations.,5,positive
REV11630,Blender Pro,Exactly as described but cheaply made. Neither good nor bad.,3,neutral
REV12222,Backpack,The build quality is great. Worth every penny.,5,positive
REV12492,Phone Case,Worth every penny. The price is great.,4,positive
REV10265,Smart Watch,Love it but worst purchase. Fine i guess.,3,neutral
REV11506,Backpack,The size is great. Love it.,4,positive
REV10404,Phone Case,Poor quality. Customer service is bad.,2,negative
